id,centroid_x,centroid_y,area,time
14,151,427,16100,2026-05-14_16:10:03
15,417,534,13452,2026-05-14_16:10:03
14,165,457,15456,2026-05-14_16:10:03
15,435,578,15080,2026-05-14_16:10:03
14,168,465,15295,2026-05-14_16:10:03
15,437,586,14820,2026-05-14_16:10:03
14,143,477,16848,2026-05-14_16:10:03
15,415,596,15470,2026-05-14_16:10:03
14,141,482,16500,2026-05-14_16:10:04
15,411,606,15196,2026-05-14_16:10:04
14,130,494,15386,2026-05-14_16:10:04
15,400,613,14388,2026-05-14_16:10:04
14,121,499,14784,2026-05-14_16:10:04
15,390,615,15196,2026-05-14_16:10:04
16,188,477,15168,2026-05-14_16:10:04
17,461,594,14763,2026-05-14_16:10:04
16,236,467,14904,2026-05-14_16:10:05
17,505,587,14896,2026-05-14_16:10:05
16,250,460,15741,2026-05-14_16:10:05
17,525,580,13952,2026-05-14_16:10:05
16,264,456,15582,2026-05-14_16:10:05
17,537,577,13734,2026-05-14_16:10:05
16,269,453,15939,2026-05-14_16:10:06
17,542,575,14364,2026-05-14_16:10:06
17,547,575,14848,2026-05-14_16:10:06
16,280,454,15264,2026-05-14_16:10:06
17,555,575,14616,2026-05-14_16:10:06
16,289,452,14820,2026-05-14_16:10:07
17,561,574,15946,2026-05-14_16:10:07
16,305,448,14946,2026-05-14_16:10:07
17,577,572,15312,2026-05-14_16:10:07
16,310,449,15520,2026-05-14_16:10:07
17,583,568,15142,2026-05-14_16:10:07
16,300,407,16005,2026-05-14_16:10:08
17,570,508,13804,2026-05-14_16:10:08
17,571,517,13804,2026-05-14_16:10:08
17,570,511,13800,2026-05-14_16:10:08
17,565,513,14732,2026-05-14_16:10:09
16,303,411,15900,2026-05-14_16:10:11
18,567,509,14268,2026-05-14_16:10:14
18,572,512,13570,2026-05-14_16:10:14
19,311,477,15456,2026-05-14_16:10:15
19,304,446,15295,2026-05-14_16:10:15
18,575,546,14868,2026-05-14_16:10:15
16,286,423,17914,2026-05-14_16:10:15
16,269,384,16268,2026-05-14_16:10:15
20,452,727,12150,2026-05-14_16:10:17
21,386,726,25368,2026-05-14_16:10:17
20,443,724,14112,2026-05-14_16:10:17
20,448,724,12546,2026-05-14_16:10:18
22,621,732,10150,2026-05-14_16:10:19
20,468,735,8296,2026-05-14_16:10:20
20,441,735,9108,2026-05-14_16:10:21
21,402,661,31734,2026-05-14_16:10:21
23,459,658,16100,2026-05-14_16:10:21
24,331,683,13552,2026-05-14_16:10:21
25,377,673,28336,2026-05-14_16:10:21
23,471,619,16756,2026-05-14_16:10:21
24,336,649,13832,2026-05-14_16:10:21
21,441,625,25870,2026-05-14_16:10:22
23,468,613,15504,2026-05-14_16:10:22
24,333,644,13640,2026-05-14_16:10:22
23,469,595,17040,2026-05-14_16:10:22
24,336,625,14168,2026-05-14_16:10:22
21,426,601,27875,2026-05-14_16:10:22
25,377,617,26676,2026-05-14_16:10:22
25,353,618,20580,2026-05-14_16:10:23
23,473,599,16920,2026-05-14_16:10:23
24,338,632,13680,2026-05-14_16:10:23
21,453,609,23400,2026-05-14_16:10:24
25,353,624,19950,2026-05-14_16:10:24
21,440,610,26390,2026-05-14_16:10:26
21,451,609,24180,2026-05-14_16:10:26
21,432,608,28951,2026-05-14_16:10:26
25,358,625,20291,2026-05-14_16:10:26
23,474,604,16124,2026-05-14_16:10:26
21,439,608,27248,2026-05-14_16:10:26
21,444,608,25542,2026-05-14_16:10:27
21,430,609,29606,2026-05-14_16:10:27
21,452,608,23711,2026-05-14_16:10:27
21,441,610,26593,2026-05-14_16:10:28
21,436,609,27864,2026-05-14_16:10:28
21,427,609,30856,2026-05-14_16:10:28
21,441,610,26664,2026-05-14_16:10:29
23,472,610,16920,2026-05-14_16:10:29
21,436,611,27690,2026-05-14_16:10:29
23,473,605,16330,2026-05-14_16:10:29
21,417,610,33020,2026-05-14_16:10:29
21,437,610,27950,2026-05-14_16:10:30
21,427,609,30130,2026-05-14_16:10:30
21,452,609,23530,2026-05-14_16:10:31
21,444,609,25542,2026-05-14_16:10:31
21,426,610,30186,2026-05-14_16:10:33
21,454,608,22575,2026-05-14_16:10:33
21,440,609,26910,2026-05-14_16:10:33
21,449,609,24310,2026-05-14_16:10:34
21,443,609,25807,2026-05-14_16:10:34
21,425,610,30702,2026-05-14_16:10:34
21,442,609,25870,2026-05-14_16:10:34
21,423,611,30336,2026-05-14_16:10:35
21,430,609,28321,2026-05-14_16:10:35
21,448,608,24510,2026-05-14_16:10:35
21,427,611,29952,2026-05-14_16:10:35
21,433,610,27904,2026-05-14_16:10:36
21,449,608,24123,2026-05-14_16:10:36
21,426,610,29568,2026-05-14_16:10:36
21,452,608,23478,2026-05-14_16:10:36
21,427,610,29464,2026-05-14_16:10:36
21,444,609,25480,2026-05-14_16:10:37
21,449,609,24252,2026-05-14_16:10:37
21,444,609,25350,2026-05-14_16:10:37
21,426,611,29232,2026-05-14_16:10:37
21,445,607,26069,2026-05-14_16:10:38
21,438,609,27852,2026-05-14_16:10:38
21,425,610,31416,2026-05-14_16:10:38
21,438,609,27641,2026-05-14_16:10:38
21,446,609,26069,2026-05-14_16:10:38
21,432,609,29606,2026-05-14_16:10:39
21,424,609,31720,2026-05-14_16:10:39
21,450,608,24759,2026-05-14_16:10:40
21,441,609,26187,2026-05-14_16:10:40
21,451,609,23736,2026-05-14_16:10:40
21,432,609,28638,2026-05-14_16:10:40
21,425,611,30444,2026-05-14_16:10:41
21,438,609,27170,2026-05-14_16:10:41
21,423,610,30464,2026-05-14_16:10:41
21,439,609,26650,2026-05-14_16:10:41
21,430,609,29025,2026-05-14_16:10:42
21,453,609,23400,2026-05-14_16:10:42
21,438,609,27300,2026-05-14_16:10:42
21,444,608,25807,2026-05-14_16:10:42
21,453,608,23140,2026-05-14_16:10:43
21,446,608,25283,2026-05-14_16:10:43
21,440,609,26910,2026-05-14_16:10:44
21,423,611,30976,2026-05-14_16:10:44
21,443,609,25870,2026-05-14_16:10:44
21,448,609,24700,2026-05-14_16:10:44
21,424,609,30573,2026-05-14_16:10:45
21,445,609,25220,2026-05-14_16:10:45
21,439,609,27040,2026-05-14_16:10:45
21,444,609,25740,2026-05-14_16:10:45
21,450,609,24440,2026-05-14_16:10:45
21,445,609,25740,2026-05-14_16:10:46
21,435,608,27735,2026-05-14_16:10:46
21,442,609,25929,2026-05-14_16:10:46
21,429,610,28800,2026-05-14_16:10:47
21,447,609,25090,2026-05-14_16:10:47
23,472,610,17040,2026-05-14_16:10:48
21,412,611,33664,2026-05-14_16:10:48
23,475,606,15960,2026-05-14_16:10:48
23,485,603,17255,2026-05-14_16:10:48
21,440,605,28914,2026-05-14_16:10:48
24,355,632,14570,2026-05-14_16:10:48
21,457,613,16731,2026-05-14_16:10:49
23,429,619,26260,2026-05-14_16:10:49
21,492,598,34809,2026-05-14_16:10:49
26,548,597,20160,2026-05-14_16:10:49
21,513,598,32880,2026-05-14_16:10:49
23,441,619,19844,2026-05-14_16:10:49
24,384,624,37440,2026-05-14_16:10:49
23,431,622,16445,2026-05-14_16:10:50
24,373,627,32250,2026-05-14_16:10:50
27,238,644,28426,2026-05-14_16:10:50
28,279,642,17464,2026-05-14_16:10:50
27,215,646,33184,2026-05-14_16:10:50
28,304,637,18150,2026-05-14_16:10:50
27,241,643,36378,2026-05-14_16:10:50
28,308,630,35910,2026-05-14_16:10:51
27,268,630,33147,2026-05-14_16:10:51
28,324,628,19000,2026-05-14_16:10:51
27,256,632,17160,2026-05-14_16:10:51
29,213,633,28290,2026-05-14_16:10:51
30,125,653,14938,2026-05-14_16:10:51
30,143,634,17568,2026-05-14_16:10:51
31,109,636,27904,2026-05-14_16:10:51
32,39,632,11771,2026-05-14_16:10:52
32,63,643,15367,2026-05-14_16:10:52
27,243,651,34417,2026-05-14_16:10:52
28,305,651,18000,2026-05-14_16:10:52
24,371,655,21472,2026-05-14_16:10:52
24,419,657,26230,2026-05-14_16:10:52
33,453,656,16756,2026-05-14_16:10:52
33,465,655,15640,2026-05-14_16:10:53
33,486,659,18081,2026-05-14_16:10:53
34,655,660,18056,2026-05-14_16:10:53
34,703,658,16958,2026-05-14_16:10:54
34,760,658,17958,2026-05-14_16:10:55
35,834,555,17040,2026-05-14_16:10:55
36,697,581,13104,2026-05-14_16:10:55
35,869,561,17500,2026-05-14_16:10:56
36,732,584,13552,2026-05-14_16:10:56
35,863,561,18125,2026-05-14_16:10:56
36,727,585,14570,2026-05-14_16:10:56
35,852,565,18125,2026-05-14_16:10:56
36,715,590,13410,2026-05-14_16:10:56
37,793,566,35772,2026-05-14_16:10:56
35,836,567,17324,2026-05-14_16:10:56
36,701,591,13795,2026-05-14_16:10:56
35,816,581,16936,2026-05-14_16:10:56
37,794,585,24676,2026-05-14_16:10:56
38,671,447,862206,2026-05-14_16:10:56
35,818,600,18774,2026-05-14_16:10:57
37,763,602,35778,2026-05-14_16:10:57
36,683,625,13680,2026-05-14_16:10:57
35,829,608,18250,2026-05-14_16:10:57
36,691,638,14287,2026-05-14_16:10:57
37,793,614,17346,2026-05-14_16:10:57
36,659,642,13950,2026-05-14_16:10:57
35,838,616,17280,2026-05-14_16:10:57
35,879,618,17640,2026-05-14_16:10:57
37,830,622,31360,2026-05-14_16:10:57
35,918,612,18104,2026-05-14_16:10:58
37,887,616,29512,2026-05-14_16:10:58
39,779,641,13832,2026-05-14_16:10:58
35,966,623,14688,2026-05-14_16:10:58
40,1104,602,18396,2026-05-14_16:10:58
40,1038,617,18352,2026-05-14_16:10:58
37,899,642,14062,2026-05-14_16:10:58
39,834,643,29610,2026-05-14_16:10:58
37,876,642,18450,2026-05-14_16:10:58
39,784,645,18375,2026-05-14_16:10:58
36,644,670,12876,2026-05-14_16:10:58
39,814,646,18204,2026-05-14_16:10:59
41,780,647,28638,2026-05-14_16:10:59
35,936,652,17424,2026-05-14_16:10:59
39,799,675,13072,2026-05-14_16:10:59
35,986,655,17856,2026-05-14_16:10:59
37,847,675,12876,2026-05-14_16:10:59
35,993,656,18104,2026-05-14_16:10:59
37,853,676,13072,2026-05-14_16:10:59
35,957,661,19050,2026-05-14_16:11:00
39,821,682,13376,2026-05-14_16:11:00
42,922,661,30058,2026-05-14_16:11:00
35,980,648,17568,2026-05-14_16:11:00
42,939,651,28728,2026-05-14_16:11:00
37,846,668,13083,2026-05-14_16:11:00
42,921,603,17255,2026-05-14_16:11:00
43,894,605,24321,2026-05-14_16:11:00
43,890,585,18450,2026-05-14_16:11:00
41,753,609,13795,2026-05-14_16:11:00
43,896,588,18150,2026-05-14_16:11:01
41,761,611,13923,2026-05-14_16:11:01
43,907,591,18625,2026-05-14_16:11:01
42,914,598,18048,2026-05-14_16:11:01
41,776,620,13013,2026-05-14_16:11:01
43,880,598,29078,2026-05-14_16:11:01
42,915,591,18625,2026-05-14_16:11:01
43,856,595,37260,2026-05-14_16:11:01
42,888,594,18774,2026-05-14_16:11:02
43,821,594,39420,2026-05-14_16:11:02
41,751,615,14896,2026-05-14_16:11:02
42,856,613,17568,2026-05-14_16:11:02
41,714,636,13857,2026-05-14_16:11:02
42,896,617,18750,2026-05-14_16:11:02
41,761,643,13311,2026-05-14_16:11:02
35,956,627,18476,2026-05-14_16:11:03
37,818,652,14006,2026-05-14_16:11:03
42,904,649,13528,2026-05-14_16:11:03
44,1042,620,17464,2026-05-14_16:11:03
41,767,639,17812,2026-05-14_16:11:04
45,732,642,27051,2026-05-14_16:11:04
46,634,665,13884,2026-05-14_16:11:04
35,926,625,14076,2026-05-14_16:11:04
35,970,612,18270,2026-05-14_16:11:04
37,834,640,13617,2026-05-14_16:11:04
35,932,618,18396,2026-05-14_16:11:05
41,796,645,13795,2026-05-14_16:11:05
35,943,614,16898,2026-05-14_16:11:05
42,916,620,24448,2026-05-14_16:11:05
41,810,642,13832,2026-05-14_16:11:05
0,291,199,15908,2026-05-14_16:23:55
1,739,242,20124,2026-05-14_16:23:55
